"ISO3"	"FRACOUNTRYCODE"	"COUNTRY"	"FRACATCODE"	"FRACAT"	"YEAR"	"VALUE"
"MDG"	23	"Madagascar"	3	"Other wooded land"	2005	17053
"MDG"	23	"Madagascar"	3	"Other wooded land"	2000	18418
"MDG"	23	"Madagascar"	2	"Other land"	1990	23314
"MDG"	23	"Madagascar"	2	"Other land"	2005	28263
"MDG"	23	"Madagascar"	0	"Forest"	1990	13692
"MWI"	15	"Malawi"	2	"Other land"	2000	5841
"MWI"	15	"Malawi"	0	"Forest"	2000	3567
"MWI"	15	"Malawi"	1	"Inland water"	2005	2440
"MWI"	15	"Malawi"	0	"Forest"	2005	3402
"MWI"	15	"Malawi"	3	"Other wooded land"	1990	0
"MWI"	15	"Malawi"	3	"Other wooded land"	2005	0
"MWI"	15	"Malawi"	2	"Other land"	2005	6006
"MWI"	15	"Malawi"	1	"Inland water"	2000	2440
"MWI"	15	"Malawi"	0	"Forest"	2010	3237
"MWI"	15	"Malawi"	2	"Other land"	2010	6171
"MWI"	15	"Malawi"	1	"Inland water"	1990	2440
"MWI"	15	"Malawi"	3	"Other wooded land"	2000	0
"MWI"	15	"Malawi"	2	"Other land"	1990	5512
"MWI"	15	"Malawi"	0	"Forest"	1990	3896
"MWI"	15	"Malawi"	1	"Inland water"	2010	2440
"MWI"	15	"Malawi"	3	"Other wooded land"	2010	0
"MYS"	83	"Malaysia"	0	"Forest"	2000	21591
"MYS"	83	"Malaysia"	2	"Other land"	1990	10479
"MYS"	83	"Malaysia"	2	"Other land"	2000	11264
"MYS"	83	"Malaysia"	0	"Forest"	2010	20456
"MYS"	83	"Malaysia"	1	"Inland water"	2000	119
"MYS"	83	"Malaysia"	1	"Inland water"	1990	119
"MYS"	83	"Malaysia"	2	"Other land"	2010	12399
"MYS"	83	"Malaysia"	0	"Forest"	2005	20890
"MYS"	83	"Malaysia"	1	"Inland water"	2005	119
"MYS"	83	"Malaysia"	2	"Other land"	2005	11965
"MYS"	83	"Malaysia"	0	"Forest"	1990	22376
"MYS"	83	"Malaysia"	1	"Inland water"	2010	119
"MYS"	83	"Malaysia"	3	"Other wooded land"	2005	0
"MYS"	83	"Malaysia"	3	"Other wooded land"	1990	0
"MYS"	83	"Malaysia"	3	"Other wooded land"	2010	0
"MYS"	83	"Malaysia"	3	"Other wooded land"	2000	0
"MDV"	34	"Maldives"	0	"Forest"	1990	0.9
"MDV"	34	"Maldives"	1	"Inland water"	2000	0
"MDV"	34	"Maldives"	3	"Other wooded land"	1990	0
"MDV"	34	"Maldives"	1	"Inland water"	1990	0
"MDV"	34	"Maldives"	1	"Inland water"	2010	0
"MDV"	34	"Maldives"	0	"Forest"	2000	0.9
"MDV"	34	"Maldives"	2	"Other land"	2000	29.1
"MDV"	34	"Maldives"	3	"Other wooded land"	2010	0
"MDV"	34	"Maldives"	3	"Other wooded land"	2005	0
"MDV"	34	"Maldives"	3	"Other wooded land"	2000	0
"MDV"	34	"Maldives"	0	"Forest"	2005	0.9
"MDV"	34	"Maldives"	2	"Other land"	2005	29.1
"MDV"	34	"Maldives"	2	"Other land"	1990	29.1
"MDV"	34	"Maldives"	2	"Other land"	2010	29.1
"MDV"	34	"Maldives"	0	"Forest"	2010	0.9
"MDV"	34	"Maldives"	1	"Inland water"	2005	0
"MLI"	68	"Mali"	1	"Inland water"	2000	2000
"MLI"	68	"Mali"	1	"Inland water"	1990	2000
"MLI"	68	"Mali"	2	"Other land"	1990	91415
"MLI"	68	"Mali"	0	"Forest"	1990	14072
"MLI"	68	"Mali"	3	"Other wooded land"	1990	16532
"MLI"	68	"Mali"	3	"Other wooded land"	2010	8227
"MLI"	68	"Mali"	3	"Other wooded land"	2005	10303
"MLI"	68	"Mali"	3	"Other wooded land"	2000	12379
"MLI"	68	"Mali"	1	"Inland water"	2005	2000
"MLI"	68	"Mali"	0	"Forest"	2000	13281
"MLI"	68	"Mali"	2	"Other land"	2010	101302
"MLI"	68	"Mali"	1	"Inland water"	2010	2000
"MLI"	68	"Mali"	0	"Forest"	2005	12885
"MLI"	68	"Mali"	2	"Other land"	2000	96359
"MLI"	68	"Mali"	0	"Forest"	2010	12490
"MLI"	68	"Mali"	2	"Other land"	2005	98831
"MLT"	139	"Malta"	1	"Inland water"	1990	0
"MLT"	139	"Malta"	3	"Other wooded land"	1990	0
"MLT"	139	"Malta"	2	"Other land"	2000	31.653
"MLT"	139	"Malta"	0	"Forest"	1990	0.347
"MLT"	139	"Malta"	3	"Other wooded land"	2005	0
"MLT"	139	"Malta"	1	"Inland water"	2010	0
"MLT"	139	"Malta"	1	"Inland water"	2005	0
"MLT"	139	"Malta"	2	"Other land"	1990	31.653
"MLT"	139	"Malta"	1	"Inland water"	2000	0
"MLT"	139	"Malta"	3	"Other wooded land"	2000	0
"MLT"	139	"Malta"	2	"Other land"	2010	31.653
"MLT"	139	"Malta"	3	"Other wooded land"	2010	0
"MLT"	139	"Malta"	0	"Forest"	2005	0.347
"MLT"	139	"Malta"	2	"Other land"	2005	31.653
"MLT"	139	"Malta"	0	"Forest"	2000	0.347
"MLT"	139	"Malta"	0	"Forest"	2010	0.347
"MHL"	5293301	"Marshall Islands"	1	"Inland water"	1990	0
"MHL"	5293301	"Marshall Islands"	2	"Other land"	1990	5.364
"MHL"	5293301	"Marshall Islands"	0	"Forest"	1990	12.636
"MHL"	5293301	"Marshall Islands"	3	"Other wooded land"	2000	0
"MHL"	5293301	"Marshall Islands"	3	"Other wooded land"	1990	0
"MHL"	5293301	"Marshall Islands"	3	"Other wooded land"	2010	0
"MHL"	5293301	"Marshall Islands"	3	"Other wooded land"	2005	0
"MHL"	5293301	"Marshall Islands"	2	"Other land"	2000	5.364
"MHL"	5293301	"Marshall Islands"	0	"Forest"	2010	12.636
"MHL"	5293301	"Marshall Islands"	1	"Inland water"	2000	0
"MHL"	5293301	"Marshall Islands"	1	"Inland water"	2005	0
"MHL"	5293301	"Marshall Islands"	2	"Other land"	2005	5.364
"MHL"	5293301	"Marshall Islands"	1	"Inland water"	2010	0
"MHL"	5293301	"Marshall Islands"	2	"Other land"	2010	5.364
"MHL"	5293301	"Marshall Islands"	0	"Forest"	2000	12.636
"MHL"	5293301	"Marshall Islands"	0	"Forest"	2005	12.636
"MTQ"	192	"Martinique"	1	"Inland water"	1990	4
"MTQ"	192	"Martinique"	2	"Other land"	1990	56.4
"MTQ"	192	"Martinique"	3	"Other wooded land"	2000	1.1
"MTQ"	192	"Martinique"	0	"Forest"	2010	48.5
"MTQ"	192	"Martinique"	3	"Other wooded land"	2005	1.1
"MTQ"	192	"Martinique"	2	"Other land"	2000	56.4
"MTQ"	192	"Martinique"	1	"Inland water"	2010	4
"MTQ"	192	"Martinique"	3	"Other wooded land"	1990	1.1
"MTQ"	192	"Martinique"	0	"Forest"	1990	48.5
"MTQ"	192	"Martinique"	0	"Forest"	2005	48.5
"MTQ"	192	"Martinique"	0	"Forest"	2000	48.5
"MTQ"	192	"Martinique"	2	"Other land"	2010	56.4
"MTQ"	192	"Martinique"	2	"Other land"	2005	56.4
"MTQ"	192	"Martinique"	1	"Inland water"	2000	4
"MTQ"	192	"Martinique"	3	"Other wooded land"	2010	1.1
"MTQ"	192	"Martinique"	1	"Inland water"	2005	4
"MRT"	69	"Mauritania"	1	"Inland water"	1990	0
"MRT"	69	"Mauritania"	3	"Other wooded land"	2000	3110
"MRT"	69	"Mauritania"	3	"Other wooded land"	2005	3110
"MRT"	69	"Mauritania"	0	"Forest"	1990	415
"MRT"	69	"Mauritania"	3	"Other wooded land"	2010	3060
"MRT"	69	"Mauritania"	3	"Other wooded land"	1990	3110
"MRT"	69	"Mauritania"	2	"Other land"	1990	99545
"MRT"	69	"Mauritania"	2	"Other land"	2000	99643
"MRT"	69	"Mauritania"	1	"Inland water"	2010	0
"MRT"	69	"Mauritania"	0	"Forest"	2010	242
"MRT"	69	"Mauritania"	2	"Other land"	2005	99693
"MRT"	69	"Mauritania"	0	"Forest"	2005	267
"MRT"	69	"Mauritania"	0	"Forest"	2000	317
"MRT"	69	"Mauritania"	2	"Other land"	2010	99768
"MRT"	69	"Mauritania"	1	"Inland water"	2000	0
"MRT"	69	"Mauritania"	1	"Inland water"	2005	0
"MUS"	24	"Mauritius"	0	"Forest"	2000	38.7
"MUS"	24	"Mauritius"	2	"Other land"	1990	146.3
"MUS"	24	"Mauritius"	2	"Other land"	2000	146.1
"MUS"	24	"Mauritius"	1	"Inland water"	1990	1
"MUS"	24	"Mauritius"	3	"Other wooded land"	2005	12.3
"MUS"	24	"Mauritius"	0	"Forest"	2005	34.9
"MUS"	24	"Mauritius"	0	"Forest"	2010	35
"MUS"	24	"Mauritius"	2	"Other land"	2010	155.5
"MUS"	24	"Mauritius"	0	"Forest"	1990	38.8
"MUS"	24	"Mauritius"	3	"Other wooded land"	2010	12.2
"MUS"	24	"Mauritius"	1	"Inland water"	2000	1.3
"MUS"	24	"Mauritius"	3	"Other wooded land"	2000	17.9
"MUS"	24	"Mauritius"	2	"Other land"	2005	155.5
"MUS"	24	"Mauritius"	1	"Inland water"	2005	1.3
"MUS"	24	"Mauritius"	1	"Inland water"	2010	1.3
"MUS"	24	"Mauritius"	3	"Other wooded land"	1990	17.9
"MYT"	7661379	"Mayotte"	1	"Inland water"	1990	0
"MYT"	7661379	"Mayotte"	2	"Other land"	2005	22.254
"MYT"	7661379	"Mayotte"	2	"Other land"	1990	19.346
"MYT"	7661379	"Mayotte"	0	"Forest"	1990	17.693
"MYT"	7661379	"Mayotte"	1	"Inland water"	2010	0
"MYT"	7661379	"Mayotte"	3	"Other wooded land"	1990	0.361
"MYT"	7661379	"Mayotte"	2	"Other land"	2000	21.285
"MYT"	7661379	"Mayotte"	1	"Inland water"	2000	0
"MYT"	7661379	"Mayotte"	0	"Forest"	2000	15.754
"MYT"	7661379	"Mayotte"	0	"Forest"	2010	13.815
"MYT"	7661379	"Mayotte"	0	"Forest"	2005	14.785
"MYT"	7661379	"Mayotte"	1	"Inland water"	2005	0
"MYT"	7661379	"Mayotte"	3	"Other wooded land"	2005	0.361
"MYT"	7661379	"Mayotte"	3	"Other wooded land"	2010	0.361
"MYT"	7661379	"Mayotte"	2	"Other land"	2010	23.224
"MYT"	7661379	"Mayotte"	3	"Other wooded land"	2000	0.361
"MEX"	176	"Mexico"	2	"Other land"	1990	103016
"MEX"	176	"Mexico"	2	"Other land"	2000	107097
"MEX"	176	"Mexico"	0	"Forest"	2005	65578
"MEX"	176	"Mexico"	2	"Other land"	2005	108476
"MEX"	176	"Mexico"	0	"Forest"	2010	64802
"MEX"	176	"Mexico"	0	"Forest"	1990	70291
"MEX"	176	"Mexico"	1	"Inland water"	1990	2043
"MEX"	176	"Mexico"	3	"Other wooded land"	1990	21088
"MEX"	176	"Mexico"	3	"Other wooded land"	2010	20181
"MEX"	176	"Mexico"	1	"Inland water"	2000	2043
"MEX"	176	"Mexico"	1	"Inland water"	2010	2043
"MEX"	176	"Mexico"	3	"Other wooded land"	2000	20547
"MEX"	176	"Mexico"	1	"Inland water"	2005	2043
"MEX"	176	"Mexico"	2	"Other land"	2010	109412
"MEX"	176	"Mexico"	3	"Other wooded land"	2005	20342
"MEX"	176	"Mexico"	0	"Forest"	2000	66751
"FSM"	4921994	"Micronesia (Federated States of)"	3	"Other wooded land"	1990	0
"FSM"	4921994	"Micronesia (Federated States of)"	1	"Inland water"	2005	0.137
"FSM"	4921994	"Micronesia (Federated States of)"	0	"Forest"	2005	63.993
"FSM"	4921994	"Micronesia (Federated States of)"	1	"Inland water"	2010	0.098
"FSM"	4921994	"Micronesia (Federated States of)"	0	"Forest"	1990	63.584
"FSM"	4921994	"Micronesia (Federated States of)"	0	"Forest"	2010	64.129
"FSM"	4921994	"Micronesia (Federated States of)"	2	"Other land"	1990	6.163
"FSM"	4921994	"Micronesia (Federated States of)"	1	"Inland water"	2000	0.176
"FSM"	4921994	"Micronesia (Federated States of)"	2	"Other land"	2010	5.773
"FSM"	4921994	"Micronesia (Federated States of)"	0	"Forest"	2000	63.856
"FSM"	4921994	"Micronesia (Federated States of)"	3	"Other wooded land"	2005	0
"FSM"	4921994	"Micronesia (Federated States of)"	2	"Other land"	2000	5.968
"FSM"	4921994	"Micronesia (Federated States of)"	2	"Other land"	2005	5.87
"FSM"	4921994	"Micronesia (Federated States of)"	3	"Other wooded land"	2000	0
"FSM"	4921994	"Micronesia (Federated States of)"	3	"Other wooded land"	2010	0
"FSM"	4921994	"Micronesia (Federated States of)"	1	"Inland water"	1990	0.253
"MCO"	7655168	"Monaco"	1	"Inland water"	2005	0
"MCO"	7655168	"Monaco"	2	"Other land"	2000	0.202
"MCO"	7655168	"Monaco"	1	"Inland water"	2000	0
"MCO"	7655168	"Monaco"	1	"Inland water"	2010	0
"MCO"	7655168	"Monaco"	0	"Forest"	2010	0
"MCO"	7655168	"Monaco"	0	"Forest"	1990	0
"MCO"	7655168	"Monaco"	3	"Other wooded land"	2000	0
"MCO"	7655168	"Monaco"	1	"Inland water"	1990	0
"MCO"	7655168	"Monaco"	0	"Forest"	2000	0
"MCO"	7655168	"Monaco"	2	"Other land"	2010	0.202
"MCO"	7655168	"Monaco"	2	"Other land"	2005	0.202
"MCO"	7655168	"Monaco"	3	"Other wooded land"	1990	0
"MCO"	7655168	"Monaco"	3	"Other wooded land"	2005	0
"MCO"	7655168	"Monaco"	0	"Forest"	2005	0
"MCO"	7655168	"Monaco"	3	"Other wooded land"	2010	0
"MCO"	7655168	"Monaco"	2	"Other land"	1990	0.202
"MNG"	107	"Mongolia"	1	"Inland water"	2000	0
"MNG"	107	"Mongolia"	0	"Forest"	2000	11717
"MNG"	107	"Mongolia"	1	"Inland water"	2010	0
"MNG"	107	"Mongolia"	0	"Forest"	2010	10898
"MNG"	107	"Mongolia"	2	"Other land"	2000	141532
"MNG"	107	"Mongolia"	1	"Inland water"	1990	0
"MNG"	107	"Mongolia"	3	"Other wooded land"	2005	2674
"MNG"	107	"Mongolia"	0	"Forest"	1990	12536
"MNG"	107	"Mongolia"	3	"Other wooded land"	2000	3401
"MNG"	107	"Mongolia"	2	"Other land"	1990	139259
"MNG"	107	"Mongolia"	3	"Other wooded land"	2010	1947
"MNG"	107	"Mongolia"	2	"Other land"	2010	143805
"MNG"	107	"Mongolia"	0	"Forest"	2005	11308
"MNG"	107	"Mongolia"	1	"Inland water"	2005	0
"MNG"	107	"Mongolia"	2	"Other land"	2005	142668
"MNG"	107	"Mongolia"	3	"Other wooded land"	1990	4855
"MNE"	643000290	"Montenegro"	0	"Forest"	2000	543
"MNE"	643000290	"Montenegro"	3	"Other wooded land"	2000	175
"MNE"	643000290	"Montenegro"	1	"Inland water"	1990	36
"MNE"	643000290	"Montenegro"	1	"Inland water"	2000	36
"MNE"	643000290	"Montenegro"	1	"Inland water"	2010	36
"MNE"	643000290	"Montenegro"	2	"Other land"	2000	627
"MNE"	643000290	"Montenegro"	2	"Other land"	2010	627
"MNE"	643000290	"Montenegro"	3	"Other wooded land"	2010	175
"MNE"	643000290	"Montenegro"	3	"Other wooded land"	1990	175
"MNE"	643000290	"Montenegro"	0	"Forest"	2010	543
"MNE"	643000290	"Montenegro"	0	"Forest"	2005	543
"MNE"	643000290	"Montenegro"	0	"Forest"	1990	543
"MNE"	643000290	"Montenegro"	2	"Other land"	2005	627
"MNE"	643000290	"Montenegro"	3	"Other wooded land"	2005	175
"MNE"	643000290	"Montenegro"	1	"Inland water"	2005	36
"MNE"	643000290	"Montenegro"	2	"Other land"	1990	627
"MSR"	193	"Montserrat"	2	"Other land"	2000	6.2
"MSR"	193	"Montserrat"	1	"Inland water"	1990	0
"MSR"	193	"Montserrat"	1	"Inland water"	2000	0
"MSR"	193	"Montserrat"	0	"Forest"	2000	2.5
"MSR"	193	"Montserrat"	3	"Other wooded land"	2000	1.6
"MSR"	193	"Montserrat"	3	"Other wooded land"	2010	1.6
"MSR"	193	"Montserrat"	1	"Inland water"	2010	0
"MSR"	193	"Montserrat"	2	"Other land"	2010	6.2
"MSR"	193	"Montserrat"	0	"Forest"	2010	2.5
"MSR"	193	"Montserrat"	1	"Inland water"	2005	0
"MSR"	193	"Montserrat"	3	"Other wooded land"	1990	1.6
"MSR"	193	"Montserrat"	3	"Other wooded land"	2005	1.6
"MSR"	193	"Montserrat"	0	"Forest"	2005	2.5
"MSR"	193	"Montserrat"	0	"Forest"	1990	3.5
"MSR"	193	"Montserrat"	2	"Other land"	1990	5.2
"MSR"	193	"Montserrat"	2	"Other land"	2005	6.2
"MAR"	57	"Morocco"	3	"Other wooded land"	2010	631
"MAR"	57	"Morocco"	3	"Other wooded land"	2005	630
"MAR"	57	"Morocco"	1	"Inland water"	1990	25
"MAR"	57	"Morocco"	3	"Other wooded land"	2000	407
"MAR"	57	"Morocco"	2	"Other land"	1990	39174
"MAR"	57	"Morocco"	2	"Other land"	2000	39206
"MAR"	57	"Morocco"	0	"Forest"	2000	5017
"MAR"	57	"Morocco"	3	"Other wooded land"	1990	407
"MAR"	57	"Morocco"	0	"Forest"	1990	5049
"MAR"	57	"Morocco"	0	"Forest"	2005	5081
"MAR"	57	"Morocco"	0	"Forest"	2010	5131
"MAR"	57	"Morocco"	1	"Inland water"	2000	25
"MAR"	57	"Morocco"	2	"Other land"	2005	38919
"MAR"	57	"Morocco"	2	"Other land"	2010	38868
"MAR"	57	"Morocco"	1	"Inland water"	2010	25
"MAR"	57	"Morocco"	1	"Inland water"	2005	25
"MOZ"	16	"Mozambique"	3	"Other wooded land"	2010	14566
"MOZ"	16	"Mozambique"	3	"Other wooded land"	1990	15146
"MOZ"	16	"Mozambique"	2	"Other land"	1990	20114
"MOZ"	16	"Mozambique"	1	"Inland water"	1990	1300
"MOZ"	16	"Mozambique"	3	"Other wooded land"	2000	14856
"MOZ"	16	"Mozambique"	0	"Forest"	1990	43378
"MOZ"	16	"Mozambique"	2	"Other land"	2005	23848
"MOZ"	16	"Mozambique"	2	"Other land"	2000	22594
"MOZ"	16	"Mozambique"	0	"Forest"	2000	41188
"MOZ"	16	"Mozambique"	1	"Inland water"	2000	1300
"MOZ"	16	"Mozambique"	1	"Inland water"	2010	1300
"MOZ"	16	"Mozambique"	0	"Forest"	2005	40079
"MOZ"	16	"Mozambique"	3	"Other wooded land"	2005	14711
"MOZ"	16	"Mozambique"	0	"Forest"	2010	39022
"MOZ"	16	"Mozambique"	1	"Inland water"	2005	1300
"MOZ"	16	"Mozambique"	2	"Other land"	2010	25050
"MMR"	40	"Myanmar"	3	"Other wooded land"	1990	19498
"MMR"	40	"Myanmar"	3	"Other wooded land"	2000	19703
"MMR"	40	"Myanmar"	1	"Inland water"	1990	1903
"MMR"	40	"Myanmar"	3	"Other wooded land"	2010	20113
"MMR"	40	"Myanmar"	2	"Other land"	2005	12526
"MMR"	40	"Myanmar"	2	"Other land"	2000	11184
"MMR"	40	"Myanmar"	0	"Forest"	1990	39218
"MMR"	40	"Myanmar"	2	"Other land"	1990	7039
"MMR"	40	"Myanmar"	3	"Other wooded land"	2005	19908
"MMR"	40	"Myanmar"	0	"Forest"	2005	33321
"MMR"	40	"Myanmar"	0	"Forest"	2000	34868
"MMR"	40	"Myanmar"	1	"Inland water"	2000	1903
"MMR"	40	"Myanmar"	1	"Inland water"	2005	1903
"MMR"	40	"Myanmar"	0	"Forest"	2010	31773
"MMR"	40	"Myanmar"	1	"Inland water"	2010	1903
"MMR"	40	"Myanmar"	2	"Other land"	2010	13869
"NAM"	17	"Namibia"	3	"Other wooded land"	1990	9023
"NAM"	17	"Namibia"	0	"Forest"	1990	8762
"NAM"	17	"Namibia"	1	"Inland water"	1990	100
"NAM"	17	"Namibia"	2	"Other land"	2000	65641
"NAM"	17	"Namibia"	0	"Forest"	2000	8032
"NAM"	17	"Namibia"	2	"Other land"	1990	64544
"NAM"	17	"Namibia"	1	"Inland water"	2005	100
"NAM"	17	"Namibia"	0	"Forest"	2010	7290
"NAM"	17	"Namibia"	1	"Inland water"	2010	100
"NAM"	17	"Namibia"	3	"Other wooded land"	2010	8290
"NAM"	17	"Namibia"	2	"Other land"	2010	66749
"NAM"	17	"Namibia"	3	"Other wooded land"	2000	8656
"NAM"	17	"Namibia"	1	"Inland water"	2000	100
"NAM"	17	"Namibia"	0	"Forest"	2005	7661
"NAM"	17	"Namibia"	2	"Other land"	2005	66195
"NAM"	17	"Namibia"	3	"Other wooded land"	2005	8473
"NRU"	5293372	"Nauru"	2	"Other land"	1990	2
"NRU"	5293372	"Nauru"	1	"Inland water"	1990	0
"NRU"	5293372	"Nauru"	0	"Forest"	2010	0
"NRU"	5293372	"Nauru"	0	"Forest"	1990	0
"NRU"	5293372	"Nauru"	2	"Other land"	2005	2
"NRU"	5293372	"Nauru"	1	"Inland water"	2010	0
"NRU"	5293372	"Nauru"	0	"Forest"	2000	0
"NRU"	5293372	"Nauru"	1	"Inland water"	2000	0
"NRU"	5293372	"Nauru"	1	"Inland water"	2005	0
"NRU"	5293372	"Nauru"	3	"Other wooded land"	2005	0
"NRU"	5293372	"Nauru"	2	"Other land"	2010	2
"NRU"	5293372	"Nauru"	3	"Other wooded land"	1990	0
"NRU"	5293372	"Nauru"	3	"Other wooded land"	2010	0
"NRU"	5293372	"Nauru"	2	"Other land"	2000	2
"NRU"	5293372	"Nauru"	0	"Forest"	2005	0
"NRU"	5293372	"Nauru"	3	"Other wooded land"	2000	0
"NPL"	35	"Nepal"	2	"Other land"	1990	8303
"NPL"	35	"Nepal"	0	"Forest"	1990	4817
"NPL"	35	"Nepal"	1	"Inland water"	2010	418
"NPL"	35	"Nepal"	0	"Forest"	2000	3900
"NPL"	35	"Nepal"	1	"Inland water"	1990	418
"NPL"	35	"Nepal"	2	"Other land"	2010	8767
"NPL"	35	"Nepal"	1	"Inland water"	2000	418
"NPL"	35	"Nepal"	3	"Other wooded land"	2005	1897
"NPL"	35	"Nepal"	3	"Other wooded land"	2010	1897
"NPL"	35	"Nepal"	2	"Other land"	2005	8767
"NPL"	35	"Nepal"	3	"Other wooded land"	1990	1180
"NPL"	35	"Nepal"	2	"Other land"	2000	8647
"NPL"	35	"Nepal"	3	"Other wooded land"	2000	1753
"NPL"	35	"Nepal"	1	"Inland water"	2005	418
"NPL"	35	"Nepal"	0	"Forest"	2005	3636
"NPL"	35	"Nepal"	0	"Forest"	2010	3636
"NLD"	140	"Netherlands"	2	"Other land"	1990	3043
"NLD"	140	"Netherlands"	2	"Other land"	2010	3023
"NLD"	140	"Netherlands"	2	"Other land"	2005	3023
"NLD"	140	"Netherlands"	0	"Forest"	1990	345
"NLD"	140	"Netherlands"	3	"Other wooded land"	2005	0
"NLD"	140	"Netherlands"	1	"Inland water"	2010	765
"NLD"	140	"Netherlands"	0	"Forest"	2010	365
"NLD"	140	"Netherlands"	1	"Inland water"	2000	765
"NLD"	140	"Netherlands"	1	"Inland water"	1990	765
"NLD"	140	"Netherlands"	0	"Forest"	2000	360
"NLD"	140	"Netherlands"	3	"Other wooded land"	2010	0
"NLD"	140	"Netherlands"	0	"Forest"	2005	365
"NLD"	140	"Netherlands"	1	"Inland water"	2005	765
"NLD"	140	"Netherlands"	3	"Other wooded land"	1990	0
"NLD"	140	"Netherlands"	3	"Other wooded land"	2000	0
"NLD"	140	"Netherlands"	2	"Other land"	2000	3028
"ANT"	194	"Netherlands Antilles"	2	"Other land"	2010	46.13
"ANT"	194	"Netherlands Antilles"	0	"Forest"	2005	1.18
"ANT"	194	"Netherlands Antilles"	3	"Other wooded land"	2005	32.69
"ANT"	194	"Netherlands Antilles"	1	"Inland water"	2000	0
"ANT"	194	"Netherlands Antilles"	0	"Forest"	2010	1.18
"ANT"	194	"Netherlands Antilles"	0	"Forest"	1990	1.18
"ANT"	194	"Netherlands Antilles"	1	"Inland water"	1990	0
"ANT"	194	"Netherlands Antilles"	3	"Other wooded land"	2000	32.69
"ANT"	194	"Netherlands Antilles"	3	"Other wooded land"	2010	32.69
"ANT"	194	"Netherlands Antilles"	1	"Inland water"	2005	0
"ANT"	194	"Netherlands Antilles"	2	"Other land"	2005	46.13
"ANT"	194	"Netherlands Antilles"	3	"Other wooded land"	1990	32.69
"ANT"	194	"Netherlands Antilles"	2	"Other land"	1990	46.13
"ANT"	194	"Netherlands Antilles"	1	"Inland water"	2010	0
"ANT"	194	"Netherlands Antilles"	2	"Other land"	2000	46.13
"ANT"	194	"Netherlands Antilles"	0	"Forest"	2000	1.18
"NCL"	115	"New Caledonia"	1	"Inland water"	2010	30
"NCL"	115	"New Caledonia"	3	"Other wooded land"	2005	371
"NCL"	115	"New Caledonia"	3	"Other wooded land"	2010	371
"NCL"	115	"New Caledonia"	2	"Other land"	2005	618
"NCL"	115	"New Caledonia"	3	"Other wooded land"	1990	371
"NCL"	115	"New Caledonia"	3	"Other wooded land"	2000	371
"NCL"	115	"New Caledonia"	0	"Forest"	2000	839
"NCL"	115	"New Caledonia"	1	"Inland water"	2005	30
"NCL"	115	"New Caledonia"	1	"Inland water"	1990	30
"NCL"	115	"New Caledonia"	2	"Other land"	1990	618
"NCL"	115	"New Caledonia"	0	"Forest"	2005	839
"NCL"	115	"New Caledonia"	2	"Other land"	2010	618
"NCL"	115	"New Caledonia"	2	"Other land"	2000	618
"NCL"	115	"New Caledonia"	0	"Forest"	1990	839
"NCL"	115	"New Caledonia"	0	"Forest"	2010	839
"NCL"	115	"New Caledonia"	1	"Inland water"	2000	30
"NZL"	124	"New Zealand"	1	"Inland water"	2005	0
"NZL"	124	"New Zealand"	0	"Forest"	2010	8269
"NZL"	124	"New Zealand"	2	"Other land"	2005	15903
"NZL"	124	"New Zealand"	3	"Other wooded land"	2000	2557
"NZL"	124	"New Zealand"	0	"Forest"	2000	8266
"NZL"	124	"New Zealand"	1	"Inland water"	2010	0
"NZL"	124	"New Zealand"	3	"Other wooded land"	2010	2557
"NZL"	124	"New Zealand"	3	"Other wooded land"	2005	2557
"NZL"	124	"New Zealand"	0	"Forest"	2005	8311
"NZL"	124	"New Zealand"	2	"Other land"	2000	15948
"NZL"	124	"New Zealand"	2	"Other land"	2010	15945
"NZL"	124	"New Zealand"	3	"Other wooded land"	1990	2557
"NZL"	124	"New Zealand"	0	"Forest"	1990	7720
"NZL"	124	"New Zealand"	1	"Inland water"	1990	0
"NZL"	124	"New Zealand"	1	"Inland water"	2000	0
"NZL"	124	"New Zealand"	2	"Other land"	1990	16494
"NIC"	177	"Nicaragua"	0	"Forest"	2000	3814
"NIC"	177	"Nicaragua"	1	"Inland water"	2005	860
"NIC"	177	"Nicaragua"	0	"Forest"	1990	4514
"NIC"	177	"Nicaragua"	1	"Inland water"	2010	860
"NIC"	177	"Nicaragua"	2	"Other land"	2010	6807
"NIC"	177	"Nicaragua"	3	"Other wooded land"	2005	2219
"NIC"	177	"Nicaragua"	2	"Other land"	2000	6107
"NIC"	177	"Nicaragua"	0	"Forest"	2005	3464
"NIC"	177	"Nicaragua"	0	"Forest"	2010	3114
"NIC"	177	"Nicaragua"	3	"Other wooded land"	1990	2219
"NIC"	177	"Nicaragua"	3	"Other wooded land"	2000	2219
"NIC"	177	"Nicaragua"	1	"Inland water"	2000	860
"NIC"	177	"Nicaragua"	1	"Inland water"	1990	860
"NIC"	177	"Nicaragua"	2	"Other land"	2005	6457
"NIC"	177	"Nicaragua"	2	"Other land"	1990	5407
"NIC"	177	"Nicaragua"	3	"Other wooded land"	2010	2219
"NER"	70	"Niger"	1	"Inland water"	2005	30
"NER"	70	"Niger"	0	"Forest"	2000	1328
"NER"	70	"Niger"	2	"Other land"	2000	121302
"NER"	70	"Niger"	1	"Inland water"	2010	30
"NER"	70	"Niger"	0	"Forest"	1990	1945
"NER"	70	"Niger"	3	"Other wooded land"	2005	3740
"NER"	70	"Niger"	1	"Inland water"	1990	30
